player_id,year,hometown,homestate,high_school,previous_school_clean,year_clean,hs_clean,hometown_clean,state_clean,country_clean
11807,Freshman,Elk Grove,California,St. Francis,,Freshman,St. Francis,"ELK GROVE, CA",CA,USA
11805,Freshman,Tampa,Florida,Seffner Christian Academy,,Freshman,Seffner Christian Academy,"TAMPA, FL",FL,USA
11801,Sophomore,Connell,Washington,Connell,,Sophomore,Connell,"CONNELL, WA",WA,USA
11795,Junior,Columbia,South Carolina,Spring Valley,USAFA Prep,Junior,Spring Valley,"COLUMBIA, SC",SC,USA
11796,Senior,Edmond,Oklahoma,Edmond North,,Senior,Edmond North,"EDMOND, OK",OK,USA
11800,Junior,Houston,Texas,Westside,USAFA Prep,Junior,Westside,"HOUSTON, TX",TX,USA
11806,Freshman,Stockton,California,Lincoln,,Freshman,Lincoln,"STOCKTON, CA",CA,USA
11804,Freshman,Monument,Colorado,Lewis-Palmer,,Freshman,Lewis-Palmer,"MONUMENT, CO",CO,USA
11803,Freshman,Spokane,Washington,Mead,,Freshman,Mead,"SPOKANE, WA",WA,USA
11798,Junior,Colleyville,Texas,Grapevine,,Junior,Grapevine,"COLLEYVILLE, TX",TX,USA
11802,Freshman,Lebanon,Ohio,Bishop Fenwick,USAFA Prep,Freshman,Bishop Fenwick,"LEBANON, OH",OH,USA
11799,Senior,Chicago,Illinois,St. Ignatius College Prep,,Senior,St. Ignatius College Prep,"CHICAGO, IL",IL,USA
11797,Sophomore,Honolulu,Hawaii,Iolani,,Sophomore,Iolani,"HONOLULU, HI",HI,USA
11255,Freshman,Lithonia,Georgia,Woodward Academy,,Freshman,Woodward Academy,"LITHONIA, GEORGIA",GA,USA
11257,Freshman,Detroit,Michigan,Arbor Prep,,Freshman,Arbor Prep,"DETROIT, MICHIGAN",MI,USA
11254,Freshman,Marietta,Georgia,Montverde Academy,,Freshman,Montverde Academy,"MARIETTA, GEORGIA",GA,USA
11256,Sophomore,Toronto,"Ontario, Canada",Royal Crown Academic School,Georgia,Sophomore,Royal Crown Academic School,"TORONTO, ONTARIO, CANADA",,CANADA
10778,Junior,Chicago,Ill,Whitney Young,,Junior,Whitney Young,"CHICAGO, ILL",IL,USA
10784,Sophomore,Spring,Texas,The Village School,,Sophomore,The Village School,"SPRING, TEXAS",TX,USA
10781,Junior,Chicago,Ill,Summer Creek,,Junior,Summer Creek,"CHICAGO, ILL",IL,USA
10783,Sophomore,Del Valle,Texas,Del Valle,,Sophomore,Del Valle,"DEL VALLE, TEXAS",TX,USA
10779,Graduate Student,Manvel,Texas,Manvel,,Graduate Student,Manvel,"MANVEL, TEXAS",TX,USA
10782,Junior,San Antonio,Texas,Memorial,,Junior,Memorial,"SAN ANTONIO, TEXAS",TX,USA
10787,Graduate Student,West Chester,Ill,Montini Catholic,Ohio State,Graduate Student,Montini Catholic,"WEST CHESTER, ILL",IL,USA
10790,Senior,Milwaukee,Wis,Rufus King HS,Miami,Senior,Rufus King HS,"MILWAUKEE, WIS",WI,USA
8240,Junior,Florence,SC.,Wilson HS,Georgia Tech,Junior,Wilson HS,"FLORENCE, SC",SC,USA
8236,Graduate Student,Lafayette,Louisiana,Lafayette Christian Academy,,Graduate Student,Lafayette Christian Academy,"LAFAYETTE, LA",LA,USA
8246,Junior,Birmingham,Ala,Spain Park HS,Georgia,Junior,Spain Park HS,"BIRMINGHAM, ALA",AL,USA
8241,Senior,Bogalusa,Louisiana,Loranger HS,Mississippi State,Senior,Loranger HS,"BOGALUSA, LA",LA,USA
8237,Graduate Student,Homewood,Ala,Homewood HS,,Graduate Student,Homewood HS,"HOMEWOOD, ALA",AL,USA
8247,Senior,Kansas City,Kan,Piper HS,North Dakota State,Senior,Piper HS,"KANSAS CITY, KAN",KS,USA
8249,Junior,Brentwood,NY.,St. Francis Prep,West Virginia,Junior,St. Francis Prep,"BRENTWOOD, NY",NY,USA
8239,Junior,Fort Worth,Texas,L.D. Bell HS,,Junior,L.D. Bell HS,"FORT WORTH, TEXAS",TX,USA
8245,Freshman,Loretto,Tenn,Loretto HS,,Freshman,Loretto HS,"LORETTO, TENN",TN,USA
8238,Graduate Student,Manchester,Georgia,Greenville HS,Gulf Coast State College,Graduate Student,Greenville HS,"MANCHESTER, GA",GA,USA
8242,Graduate Student,Suwanee,Georgia,Collins Hill HS,NC State,Graduate Student,Collins Hill HS,"SUWANEE, GA",GA,USA
8248,Junior,East Lansing,Mich,East Lansing HS,Illinois,Junior,East Lansing HS,"EAST LANSING, MICH",MI,USA
8244,Junior,Selmer,Tenn,McNairy Central HS,Texas Tech,Junior,McNairy Central HS,"SELMER, TENN",TN,USA
14549,Fifth Year,Pickering,"Ontario, Canada",Dunbarton,Oklahoma,Fifth Year,Dunbarton,"PICKERING, ONTARIO, CANADA",,CANADA
14552,Sophomore,Chandler,Ariz,Compass Prep,,Sophomore,Compass Prep,"CHANDLER, ARIZ",AZ,USA
14558,Freshman,Mississauga,Ontario,Southwest Academy Girls Prep HS,,Freshman,Southwest Academy Girls Prep HS,"MISSISSAUGA, ONTARIO",,CANADA
14555,Senior,Hato Mayor Del Ray,Dominican Republic,,,Senior,,"HATO MAYOR DEL RAY, DOMINICAN REPUBLIC",,DOMINICAN REPUBLIC
14553,Senior,Palma de Mallorca,Spain,,,Senior,,"PALMA DE MALLORCA, SPAIN",,SPAIN
14560,Freshman,Tampa Bay,Fla,IMG Academy,,Freshman,IMG Academy,"TAMPA BAY, FLA",FL,USA
14557,Freshman,The Bronx,NY.,Long Island Lutheran HS,,Freshman,Long Island Lutheran HS,"THE BRONX, NY",NY,USA
14554,Senior,Shawnee,Okla,Shawnee HS,Oklahoma State,Senior,Shawnee HS,"SHAWNEE, OKLA",OK,USA
14551,Fifth Year,Cypress,Texas,Cypress Woods HS,,Fifth Year,Cypress Woods HS,"CYPRESS, TEXAS",TX,USA
14556,Fifth Year,Scottsdale,Ariz,Skyline HS (Wash.),Arizona State,Fifth Year,Skyline HS (Wash.),"SCOTTSDALE, ARIZ",AZ,USA
14550,Junior,Bismarck,ND.,Century HS,,Junior,Century HS,"BISMARCK, ND",ND,USA
14559,Freshman,Hopkins,Minn,Hopkins HS,,Freshman,Hopkins HS,"HOPKINS, MINN",MN,USA
19307,Senior,Ossining,NY.,Ossining,,Senior,Ossining,"OSSINING, NY",NY,USA
19294,Junior,Fairfax,Virginia,Fairfax,,Junior,Fairfax,"FAIRFAX, VA",VA,USA
19301,Junior,Fairfax,Virginia,Fairfax,,Junior,Fairfax,"FAIRFAX, VA",VA,USA
19304,Senior,Allentown,Pennsylvania,Bethlehem Catholic (USMAPS),,Senior,Bethlehem Catholic (USMAPS),"ALLENTOWN, PA",PA,USA
19295,Senior,Sacramento,Calif,CK McClatchy,,Senior,CK McClatchy,"SACRAMENTO, CALIF",CA,USA
19360,Freshman,Olympia,Wash,Black Hills HS,,Freshman,Black Hills HS,"OLYMPIA, WASH",WA,USA
19298,Senior,Austintown,Ohio,Austintown Fitch,,Senior,Austintown Fitch,"AUSTINTOWN, OHIO",OH,USA
19299,Sophomore,Grand Prairie,Texas,South Grand Prairie,,Sophomore,South Grand Prairie,"GRAND PRAIRIE, TEXAS",TX,USA
19296,Sophomore,Lakeland,Fla,Winter Haven,,Sophomore,Winter Haven,"LAKELAND, FLA",FL,USA
19292,Senior,Phillipsburg,NJ.,Bethlehem Catholic (USMAPS),,Senior,Bethlehem Catholic (USMAPS),"PHILLIPSBURG, NJ",NJ,USA
19361,Freshman,Lake Oswego,Ore,Lakeridge HS,,Freshman,Lakeridge HS,"LAKE OSWEGO, ORE",OR,USA
19365,Freshman,Portland,Ore,Ida B. Wells-Barnet HS,,Freshman,Ida B. Wells-Barnet HS,"PORTLAND, ORE",OR,USA
19310,Junior,Rowlett,Texas,Rowlett HS,,Junior,Rowlett HS,"ROWLETT, TEXAS",TX,USA
19366,Freshman,Puyallup,Wash,Issaquah HS,,Freshman,Issaquah HS,"PUYALLUP, WASH",WA,USA
19362,Freshman,Staten Island,NY.,Christ the King HS,,Freshman,Christ the King HS,"STATEN ISLAND, NY",NY,USA
19363,Freshman,Midlothian,Virginia,Monacan HS,,Freshman,Monacan HS,"MIDLOTHIAN, VA",VA,USA
19300,Junior,Manasquan,NJ.,St. Rose,,Junior,St. Rose,"MANASQUAN, NJ",NJ,USA
19303,Junior,Bryant,Ark,Bryant,,Junior,Bryant,"BRYANT, ARK",AR,USA
19364,Freshman,Hainesport,NJ.,Paul VI,,Freshman,Paul VI,"HAINESPORT, NJ",NJ,USA
18261,Sophomore,Ponchatoula,Louisiana,Ponchatoula HS,,Sophomore,Ponchatoula HS,"PONCHATOULA, LA",LA,USA
18268,Freshman,Memphis,Tenn,Bartlett HS,,Freshman,Bartlett HS,"MEMPHIS, TENN",TN,USA
18266,Senior,Moss Point,Miss,East Central HS,,Senior,East Central HS,"MOSS POINT, MISS",MS,USA
18269,Junior,Clinton,Miss,Clinton HS,Jones College,Junior,Clinton HS,"CLINTON, MISS",MS,USA
18270,Freshman,Houston,Texas,Summer Creek HS,,Freshman,Summer Creek HS,"HOUSTON, TEXAS",TX,USA
18260,Junior,Mali,,IMG Academy,,Junior,IMG Academy,MALI,,MALI
18271,Freshman,Miami,Fla,DME Academy,,Freshman,DME Academy,"MIAMI, FLA",FL,USA
18263,Junior,Herzliya,Israel,Hof Hasharon HS,,Junior,Hof Hasharon HS,"HERZLIYA, ISRAEL",,ISRAEL
18259,Sophomore,St. Louis,Missouri,Vashon HS,,Sophomore,Vashon HS,"ST LOUIS, MO",MO,USA
18275,Freshman,Lagos,Nigeria,,,Freshman,,"LAGOS, NIGERIA",,NIGERIA
18272,Freshman,Tallahassee,Fla,Florida High,,Freshman,Florida High,"TALLAHASSEE, FLA",FL,USA
18265,Redshirt Senior,Brick,NJ.,Paul VI HS,Baylor,Senior,Paul VI HS,"BRICK, NJ",NJ,USA
18264,Junior,Fairview,Texas,Lovejoy HS,,Junior,Lovejoy HS,"FAIRVIEW, TEXAS",TX,USA
18274,Freshman,Douglasville,Georgia,New Manchester HS,,Freshman,New Manchester HS,"DOUGLASVILLE, GA",GA,USA
18262,Junior,Baytown,Texas,Sterling HS,Texas,Junior,Sterling HS,"BAYTOWN, TEXAS",TX,USA
11096,Freshman,St. Paul,Minn,DeLaSalle,,Freshman,DeLaSalle,"ST PAUL, MINN",MN,USA
11073,Junior,Naperville,Illinois,Benet Academy,,Junior,Benet Academy,"NAPERVILLE, ILLINOIS",IL,USA
11077,Freshman,Prairie du Chien,Wis,Prairie du Chien,,Freshman,Prairie du Chien,"PRAIRIE DU CHIEN, WIS",WI,USA
11072,Senior,Prague,Czech Republic,Gymnasium Jaroslava Seiferta,,Senior,Gymnasium Jaroslava Seiferta,"PRAGUE, CZECH REPUBLIC",,CZECH REPUBLIC
11067,Junior,Lake Forest,Ill,Lake Forest,,Junior,Lake Forest,"LAKE FOREST, ILL",IL,USA
11076,Redshirt Freshman,Beaver Dam,Wis,Beaver Dam,,Freshman,Beaver Dam,"BEAVER DAM, WIS",WI,USA
11097,Graduate Student,Harrison,NY.,Harrison,Holy Cross,Graduate Student,Harrison,"HARRISON, NY",NY,USA
11101,Freshman,St. Paul,Minn,Como Park,,Freshman,Como Park,"ST PAUL, MINN",MN,USA
11069,Sophomore,Chicago,Ill,Taft,,Sophomore,Taft,"CHICAGO, ILL",IL,USA
11095,Freshman,Kansas City,Kan,Olathe North,,Freshman,Olathe North,"KANSAS CITY, KAN",KS,USA
11075,Redshirt Freshman,Byron,Minn,Byron,,Freshman,Byron,"BYRON, MINN",MN,USA
11099,Freshman,Batavia,Ill,Batavia,,Freshman,Batavia,"BATAVIA, ILL",IL,USA
11071,Junior,Monroe,Wis,Black Hawk,,Junior,Black Hawk,"MONROE, WIS",WI,USA
11100,Freshman,Brooklyn,NY.,Niagara Prep,,Freshman,Niagara Prep,"BROOKLYN, NY",NY,USA
11070,Senior,Monroe,Wis,Monroe,,Senior,Monroe,"MONROE, WIS",WI,USA
11074,Senior,Blaine,Minn,Centennial,,Senior,Centennial,"BLAINE, MINN",MN,USA
11102,Freshman,Plain City,Ohio,Jonathan Alder,,Freshman,Jonathan Alder,"PLAIN CITY, OHIO",OH,USA
14887,Junior,Forestville,Maryland,Riverdale Baptist School,,Junior,Riverdale Baptist School,"FORESTVILLE, MD",MD,USA
14976,Freshman,Washington,DC.,Maret,,Freshman,Maret,"WASHINGTON, DC",DC,USA
14889,Junior,Douglassville,Pennsylvania,Westtown H.S.,,Junior,Westtown H.S.,"DOUGLASSVILLE, PA",PA,USA
14886,Sophomore,Lanham,Maryland,New Hope Academy,,Sophomore,New Hope Academy,"LANHAM, MD",MD,USA
14890,Sophomore,Allendale,Mich,Jenison,,Sophomore,Jenison,"ALLENDALE, MICH",MI,USA
14973,Freshman,Boston,Mass,Nobles & Greenough,,Freshman,Nobles & Greenough,"BOSTON, MASS",MA,USA
14975,Freshman,Boston,Mass,Brooks,,Freshman,Brooks,"BOSTON, MASS",MA,USA
14885,Sophomore,Miami,Fla,Miami Country Day,,Sophomore,Miami Country Day,"MIAMI, FLA",FL,USA
14891,Junior,Nashville,Tenn,The Ensworth School,,Junior,The Ensworth School,"NASHVILLE, TENN",TN,USA
14977,Freshman,Vaughan,"Ontario, Canada",IMG Academy,,Freshman,IMG Academy,"VAUGHAN, ONTARIO, CANADA",,CANADA
14974,Freshman,Barnegat,NJ.,Red Bank Catholic,,Freshman,Red Bank Catholic,"BARNEGAT, NJ",NJ,USA
14888,Redshirt Sophomore,Alexandria,Virginia,Bishop Ireton,,Sophomore,Bishop Ireton,"ALEXANDRIA, VA",VA,USA
3333,Junior,Troy,Ala,Charles Henderson HS,,Junior,Charles Henderson HS,"TROY, ALA",AL,USA
3328,Junior,Kettering,Ohio,Kettering Fairmont HS,,Junior,Kettering Fairmont HS,"KETTERING, OHIO",OH,USA
3331,Freshman,St. Louis,Missouri,Westminster Christian Academy,,Freshman,Westminster Christian Academy,"ST LOUIS, MO",MO,USA
3330,Graduate Student,Nashville,Tenn,Brentwood Academy,South Florida,Graduate Student,Brentwood Academy,"NASHVILLE, TENN",TN,USA
3336,Junior,Brentwood,Tenn,Brentwood Academy,,Junior,Brentwood Academy,"BRENTWOOD, TENN",TN,USA
3337,Junior,Lakeland,Tenn,Houston HS,,Junior,Houston HS,"LAKELAND, TENN",TN,USA
3334,Sophomore,Columbus,Ohio,Bishop Watterson HS,,Sophomore,Bishop Watterson HS,"COLUMBUS, OHIO",OH,USA
3329,Sophomore,Tampa,Fla,H.B. Plant HS,Vanderbilt,Sophomore,H.B. Plant HS,"TAMPA, FLA",FL,USA
3335,Sophomore,Crossville,Tenn,Stone Memorial HS,,Sophomore,Stone Memorial HS,"CROSSVILLE, TENN",TN,USA
3327,Senior,Wheaton,Ill,Wheaton North HS,,Senior,Wheaton North HS,"WHEATON, ILL",IL,USA
3332,Freshman,Shelby,NC.,Shelby HS,,Freshman,Shelby HS,"SHELBY, NC",NC,USA
3326,Freshman,Athens,Ala,Athens HS,,Freshman,Athens HS,"ATHENS, ALA",AL,USA
4480,Freshman,Queens,NY.,Mary Louis Academy,,Freshman,Mary Louis Academy,"QUEENS, NY",NY,USA
4669,Junior,San Juan,Puerto Rico,Superior Vocational (Tyler JC),,Junior,Superior Vocational (Tyler JC),"SAN JUAN, PUERTO RICO",PR,USA
4467,Senior,Stamford,Conn,Trinity Catholic,Cal State Bakersfield,Senior,Trinity Catholic,"STAMFORD, CONN",CT,USA
4466,Junior,Peoria,Ill,Richwoods,New Mexico JC/Seward CC,Junior,Richwoods,"PEORIA, ILL",IL,USA
4483,Freshman,Richmond,Virginia,New Hope Academy,,Freshman,New Hope Academy,"RICHMOND, VA",VA,USA
4468,Sophomore,Lorton,Virginia,St. John's College,,Sophomore,St. John's College,"LORTON, VA",VA,USA
4465,Junior,Bethel Park,Pennsylvania,Bethel Park,,Junior,Bethel Park,"BETHEL PARK, PA",PA,USA
4469,Graduate Student,Glenview,Ill,Montini Catholic,James Madison,Graduate Student,Montini Catholic,"GLENVIEW, ILL",IL,USA
4470,Redshirt Junior,Suitland,Maryland,Dr. Henry A. Wise,,Junior,Dr. Henry A. Wise,"SUITLAND, MD",MD,USA
4482,Freshman,Omaha,Neb,Omaha Central,,Freshman,Omaha Central,"OMAHA, NEB",NE,USA
4484,Junior,El Paso,Texas,Pebble Hills,Western Nebraska CC,Junior,Pebble Hills,"EL PASO, TEXAS",TX,USA
4464,Redshirt Junior,Carmel,NY.,Carmel,,Junior,Carmel,"CARMEL, NY",NY,USA
4481,Junior,Riga,Latvia,New Hope Academy,San Diego State,Junior,New Hope Academy,"RIGA, LATVIA",,LATVIA
21376,Jr.,Eastvale,Calif,Eleanor Roosevelt High School,,Junior,Eleanor Roosevelt High School,"EASTVALE, CALIF",CA,USA
21374,Sr.,Phoenix,Ariz,Xavier College Preparatory,,Senior,Xavier College Preparatory,"PHOENIX, ARIZ",AZ,USA
21380,Fr.,Fremont,Calif,Bishop O'Dowd HS,,Freshman,Bishop O'Dowd HS,"FREMONT, CALIF",CA,USA
21396,Fr.,Santa Cruz,Calif,Santa Cruz HS,,Freshman,Santa Cruz HS,"SANTA CRUZ, CALIF",CA,USA
21377,Gr.,San Jose,California,Archbishop Mitty,,Graduate Student,Archbishop Mitty,"SAN JOSE, CA",CA,USA
21379,So.,Barcelona,Spain,Segle XXI,,Sophomore,Segle XXI,"BARCELONA, SPAIN",,SPAIN
21367,Gr.,Federal Way,Wash,Bishop Blanchet High School,,Graduate Student,Bishop Blanchet High School,"FEDERAL WAY, WASH",WA,USA
21369,Jr.,Stockholm,Sweden,Lulea Basketgymnasium,,Junior,Lulea Basketgymnasium,"STOCKHOLM, SWEDEN",,SWEDEN
21381,R-So.,Sandy,Utah,Corner Canyon HS,,Sophomore,Corner Canyon HS,"SANDY, UTAH",UT,USA
21373,So.,Lafayette,Calif,Miramonte High School,,Sophomore,Miramonte High School,"LAFAYETTE, CALIF",CA,USA
21372,Sr.,The Hague,the Netherlands,Caland Lyceum,,Senior,Caland Lyceum,"THE HAGUE, THE NETHERLANDS",,THE NETHERLANDS
21368,So.,Corona,Calif,Centennial High School,,Sophomore,Centennial High School,"CORONA, CALIF",CA,USA
21375,Jr.,Athens,Greece,American Community School of Athens,,Junior,American Community School of Athens,"ATHENS, GREECE",,GREECE
21371,Jr.,North Bend,Wash,Mount Si High School,,Junior,Mount Si High School,"NORTH BEND, WASH",WA,USA
21378,Gr.,Chico,Calif,Pleasant Valley HS,,Graduate Student,Pleasant Valley HS,"CHICO, CALIF",CA,USA
8970,Junior,Chino Hills,Calif,Chino Hills HS,Concordia Portland,Junior,Chino Hills HS,"CHINO HILLS, CALIF",CA,USA
9015,Junior,San Diego,Calif,Mater Dei Catholic HS,UC Irvine,Junior,Mater Dei Catholic HS,"SAN DIEGO, CALIF",CA,USA
9013,Junior,Spokane,Wash,Timpview HS (Utah),Southern Utah,Junior,Timpview HS (Utah),"SPOKANE, WASH",WA,USA
9011,Graduate Student,Dublin,Calif,Dublin HS,University of Colorado,Graduate Student,Dublin HS,"DUBLIN, CALIF",CA,USA
9009,Freshman,Vermoim Maia,Portugal,,,Freshman,,"VERMOIM MAIA, PORTUGAL",,PORTUGAL
8967,Sophomore,Madison,Wisc,Madison Memorial HS,,Sophomore,Madison Memorial HS,"MADISON, WISC",WI,USA
9173,Graduate Student,Brisbane,Australia,,,Graduate Student,,"BRISBANE, AUSTRALIA",,AUSTRALIA
9014,Junior,Riverside,Calif,JW North HS,University of Hawai'i,Junior,JW North HS,"RIVERSIDE, CALIF",CA,USA
8968,Junior,Toronto,"Ontario, Canada",King's Christian Collegiate,,Junior,King's Christian Collegiate,"TORONTO, ONTARIO, CANADA",,CANADA
8969,Sophomore,Moreno Valley,Calif,Centennial HS,,Sophomore,Centennial HS,"MORENO VALLEY, CALIF",CA,USA
9008,Graduate Student,Melbourne,Australia,,,Graduate Student,,"MELBOURNE, AUSTRALIA",,AUSTRALIA
9012,Junior,Munich,Germany,,,Junior,,"MUNICH, GERMANY",,GERMANY
9010,Freshman,Ixonia,Wisc,Watertown Luther Prep,,Freshman,Watertown Luther Prep,"IXONIA, WISC",WI,USA
2942,Junior,Dubrovnik,Croatia,Touristic and Catering School,,Junior,Touristic and Catering School,"DUBROVNIK, CROATIA",,CROATIA
2951,Senior,Arlington,Virginia,Woodbridge HS,Grambling/Grayson,Senior,Woodbridge HS,"ARLINGTON, VIRGINIA",VA,USA
2947,Junior,Las Vegas,Nevada,Green Valley HS,,Junior,Green Valley HS,"LAS VEGAS, NEVADA",NV,USA
2946,Junior,Castelloli,Spain,,,Junior,,"CASTELLOLI, SPAIN",,SPAIN
3035,Freshman,Spring Hill,Florida,Wachee HS,,Freshman,Wachee HS,"SPRING HILL, FLORIDA",FL,USA
2945,Sophomore,Rochester,New York,Bishop Kearney High School,,Sophomore,Bishop Kearney High School,"ROCHESTER, NEW YORK",NY,USA
2949,Freshman,Rapid City,South Dakota,Central HS,,Freshman,Central HS,"RAPID CITY, SOUTH DAKOTA",SD,USA
2948,Freshman,Milwaukee,Wisconsin,Milwaukee School of Languages,,Freshman,Milwaukee School of Languages,"MILWAUKEE, WISCONSIN",WI,USA
2944,Senior,Danville,Illinois,Schlarman Academy,Kaskaskia College,Senior,Schlarman Academy,"DANVILLE, ILLINOIS",IL,USA
2943,Senior,Nashville,Tennessee,East Nashville High School,Walters State CC,Senior,East Nashville High School,"NASHVILLE, TENNESSEE",TN,USA
3036,Graduate Student,Columbia,South Carolina,Hammond High School,Charleston Southern/Coker,Graduate Student,Hammond High School,"COLUMBIA, SOUTH CAROLINA",SC,USA
2950,Junior,South Auckland,New Zealand,,,Junior,,"SOUTH AUCKLAND, NEW ZEALAND",,NEW ZEALAND
4210,Sophomore,Montréal,Québec,Royal Crown Academic School,,Sophomore,Royal Crown Academic School,"MONTRÉAL, QUÉBEC",,CANADA
4219,Graduate Student,Danville,Ill,Danville,SIUE,Graduate Student,Danville,"DANVILLE, ILL",IL,USA
4212,Graduate Student,Toronto,Ontario,St. Joseph's College School,,Graduate Student,St. Joseph's College School,"TORONTO, ONTARIO",,CANADA
4213,Freshman,Canton,Georgia,Woodstock,,Freshman,Woodstock,"CANTON, GA",GA,USA
4207,Sophomore,Detroit,Mich,Lincoln Park,,Sophomore,Lincoln Park,"DETROIT, MICH",MI,USA
4217,Graduate Student,Bolingbrook,Ill,Bolingbrook,Illinois/Trinity Valley CC/UCF,Graduate Student,Bolingbrook,"BOLINGBROOK, ILL",IL,USA
4211,Sophomore,Stockton,Ill,Stockton,,Sophomore,Stockton,"STOCKTON, ILL",IL,USA
4209,Graduate Student,Bolingbrook,Ill,Bolingbrook,,Graduate Student,Bolingbrook,"BOLINGBROOK, ILL",IL,USA
4216,Graduate Student,Richton Park,Ill,Rich South,DePaul,Graduate Student,Rich South,"RICHTON PARK, ILL",IL,USA
4214,Freshman,South Lyon,Mich,South Lyon East,,Freshman,South Lyon East,"SOUTH LYON, MICH",MI,USA
4215,Freshman,Edwardsville,Ill,Edwardsville,,Freshman,Edwardsville,"EDWARDSVILLE, ILL",IL,USA
4218,Junior,Stafford,Virginia,New Hope Academy,,Junior,New Hope Academy,"STAFFORD, VA",VA,USA
7478,Freshman,Kansas City,Missouri,Park Hill HS,,Freshman,Park Hill HS,"KANSAS CITY, MO",MO,USA
7477,Redshirt Freshman,Sioux Falls,SD.,Sioux Falls Christian HS,,Freshman,Sioux Falls Christian HS,"SIOUX FALLS, SD",SD,USA
7479,Freshman,Minneapolis,Minn,Minnetonka HS,,Freshman,Minnetonka HS,"MINNEAPOLIS, MINN",MN,USA
7471,Junior,Omaha,Neb,Millard South HS,,Junior,Millard South HS,"OMAHA, NEB",NE,USA
7476,Graduate Student,Iowa City,Iowa,Iowa City West HS,,Graduate Student,Iowa City West HS,"IOWA CITY, IOWA",IA,USA
7470,Junior,Hastings,Minn,Hastings HS,,Junior,Hastings HS,"HASTINGS, MINN",MN,USA
7472,Junior,Lakeville,Minn,Lakeville North HS,,Junior,Lakeville North HS,"LAKEVILLE, MINN",MN,USA
7474,Junior,Farmington,Minn,Farmington HS,,Junior,Farmington HS,"FARMINGTON, MINN",MN,USA
7469,Senior,Topeka,Kan,Washburn Rural HS,,Senior,Washburn Rural HS,"TOPEKA, KAN",KS,USA
7480,Freshman,Andover,Kan,Andover Central HS,,Freshman,Andover Central HS,"ANDOVER, KAN",KS,USA
7473,Junior,Crete,Neb,Crete HS,,Junior,Crete HS,"CRETE, NEB",NE,USA
7475,Junior,Sioux Falls,SD.,O'Gorman HS,,Junior,O'Gorman HS,"SIOUX FALLS, SD",SD,USA
15945,Senior,Birmingham,Ala,Ramsay H.S.,,Senior,Ramsay H.S.,"BIRMINGHAM, ALA",AL,USA
15942,Fifth Year,Selma,NC.,North Johnston H.S.,Georgetown,Fifth Year,North Johnston H.S.,"SELMA, NC",NC,USA
15944,Junior,Vallejo,Calif,St. Patrick-St. Vincent H.S.,Washington,Junior,St. Patrick-St. Vincent H.S.,"VALLEJO, CALIF",CA,USA
15940,Junior,Bagsværd,Denmark,Falkonergårdens Gymnasium,,Junior,Falkonergårdens Gymnasium,"BAGSVÆRD, DENMARK",,DENMARK
15965,Freshman,Ballwin,Missouri,Marquette H.S.,,Freshman,Marquette H.S.,"BALLWIN, MO",MO,USA
15966,Freshman,Stillwater,Minn,Stillwater Area H.S.,,Freshman,Stillwater Area H.S.,"STILLWATER, MINN",MN,USA
15943,Senior,Renton,Wash,Kentridge H.S.,Washington,Senior,Kentridge H.S.,"RENTON, WASH",WA,USA
15946,Sophomore,Castle Rock,Colo,Valor Christian,,Sophomore,Valor Christian,"CASTLE ROCK, COLO",CO,USA
15967,Sophomore,West Linn,Ore,West Linn H.S.,Arizona,Sophomore,West Linn H.S.,"WEST LINN, ORE",OR,USA
15968,Freshman,Yorba Linda,Calif,Troy H.S.,,Freshman,Troy H.S.,"YORBA LINDA, CALIF",CA,USA
15969,Freshman,Brampton,Ontario,Kings Christian,,Freshman,Kings Christian,"BRAMPTON, ONTARIO",,CANADA
15941,Sophomore,Scottsdale,Ariz,Desert Mountain H.S.,,Sophomore,Desert Mountain H.S.,"SCOTTSDALE, ARIZ",AZ,USA
15947,Senior,Cust,New Zealand,St. Andrews College,,Senior,St. Andrews College,"CUST, NEW ZEALAND",,NEW ZEALAND
2905,Redshirt Junior,Fort Washington,Maryland,Oxon Hill HS,Northeastern,Junior,Oxon Hill HS,"FORT WASHINGTON, MD",MD,USA
2902,Redshirt Junior,Columbus,Ohio,Northland HS,,Junior,Northland HS,"COLUMBUS, OHIO",OH,USA
3003,Freshman,Valencia,Spain,Escuelas Pias Valencia,,Freshman,Escuelas Pias Valencia,"VALENCIA, SPAIN",,SPAIN
2906,Redshirt Sophomore,Philadelphia,Pennsylvania,Imhotep Charter School,Dayton,Sophomore,Imhotep Charter School,"PHILADELPHIA, PA",PA,USA
2907,Sophomore,Whitehall,Ohio,Whitehall-Yearling HS,,Sophomore,Whitehall-Yearling HS,"WHITEHALL, OHIO",OH,USA
2900,Redshirt Sophomore,Bowie,Maryland,Bishop McNamara HS,,Sophomore,Bishop McNamara HS,"BOWIE, MD",MD,USA
2908,Junior,Pikesville,Maryland,Pikesville HS,Loyola Maryland,Junior,Pikesville HS,"PIKESVILLE, MD",MD,USA
2898,Graduate Student,Baltimore,Maryland,Roland Park Country School,Butler,Graduate Student,Roland Park Country School,"BALTIMORE, MD",MD,USA
2899,Redshirt Sophomore,Miami,Fla,Miami HS,Central Florida,Sophomore,Miami HS,"MIAMI, FLA",FL,USA
3002,Junior,Seat Pleasant,Maryland,Charles H. Flowers HS,Johnson C. Smith,Junior,Charles H. Flowers HS,"SEAT PLEASANT, MD",MD,USA
