player_id,year,hometown,homestate,high_school,previous_school_clean,year_clean,hs_clean,hometown_clean,state_clean,country_clean
7709,Freshman,Deer Park,Texas,Deer Park,,Freshman,Deer Park,"DEER PARK, TEXAS",TX,USA
7692,Junior,Salisbury,NC.,East Rowan,,Junior,East Rowan,"SALISBURY, NC",NC,USA
7685,Senior,Bluefield,WVa.,Bluefield,,Senior,Bluefield,"BLUEFIELD, WVA",WV,USA
7708,Freshman,Salem,Virginia,Salem,,Freshman,Salem,"SALEM, VA",VA,USA
7700,Junior,Camp Creek,WVa.,PikeView,,Junior,PikeView,"CAMP CREEK, WVA",WV,USA
7710,Freshman,Dayton,Ohio,Miamisburg,,Freshman,Miamisburg,"DAYTON, OHIO",OH,USA
7694,Junior,Bluefield,WVa.,Bluefield,,Junior,Bluefield,"BLUEFIELD, WVA",WV,USA
7697,Sophomore,Fort Gay,WVa.,Tolsia,,Sophomore,Tolsia,"FORT GAY, WVA",WV,USA
7691,Junior,Hico,WVa.,Midland Trail,,Junior,Midland Trail,"HICO, WVA",WV,USA
7711,Freshman,Little Hocking,Ohio,Warren Local,,Freshman,Warren Local,"LITTLE HOCKING, OHIO",OH,USA
6142,Graduate Student,Kansas City,Kansas,Leavenworth,Illinois State,Graduate Student,Leavenworth,"KANSAS CITY, KS",KS,USA
6140,Sophomore,Ozark,Missouri,Ozark,,Sophomore,Ozark,"OZARK, MO",MO,USA
6137,Graduate Student,Preston,Missouri,Skyline,Pittsburg St.,Graduate Student,Skyline,"PRESTON, MO",MO,USA
6144,Senior,Denver,Colorado,Cherry Creek,Western Nebraska CC,Senior,Cherry Creek,"DENVER, CO",CO,USA
6145,Sophomore,Robbins,Iowa,Xavier,Alabama-Birmingham,Sophomore,Xavier,"ROBBINS, IA",IA,USA
6136,Junior,Clever,Missouri,Clever,,Junior,Clever,"CLEVER, MO",MO,USA
6141,Sophomore,Tulsa,Oklahoma,Booker T Washington,,Sophomore,Booker T Washington,"TULSA, OK",OK,USA
6146,Freshman,Bentonville,Arkansas,Shiloh Christian,,Freshman,Shiloh Christian,"BENTONVILLE, AR",AR,USA
6147,Freshman,Nixa,Missouri,Nixa,,Freshman,Nixa,"NIXA, MO",MO,USA
6135,Sophomore,Ozark,Missouri,Ozark,Coll. of the Ozarks,Sophomore,Ozark,"OZARK, MO",MO,USA
6148,Freshman,El Dorado Springs,Missouri,El Dorado Springs,,Freshman,El Dorado Springs,"EL DORADO SPRINGS, MO",MO,USA
6139,Senior,St. Joseph,Missouri,Benton,,Senior,Benton,"ST JOSEPH, MO",MO,USA
6138,Senior,Fair Grove,Missouri,Fair Grove,,Senior,Fair Grove,"FAIR GROVE, MO",MO,USA
6143,Sophomore,Lenexa,Kansas,Shawnee Mission West,,Sophomore,Shawnee Mission West,"LENEXA, KS",KS,USA
6652,Junior,Pittsburgh,Pennsylvania,Avonworth,,Junior,Avonworth,"PITTSBURGH, PA",PA,USA
6639,Senior,Scranton,Pennsylvania,Scranton,,Senior,Scranton,"SCRANTON, PA",PA,USA
6653,Freshman,McKees Rocks,Pennsylvania,Sto-Rox,,Freshman,Sto-Rox,"MCKEES ROCKS, PA",PA,USA
6637,Junior,Philipsburg,Pennsylvania,Philipsburg-Osceola,,Junior,Philipsburg-Osceola,"PHILIPSBURG, PA",PA,USA
6638,Sophomore,Bloomfield,NJ.,Immaculate Conception,,Sophomore,Immaculate Conception,"BLOOMFIELD, NJ",NJ,USA
6654,Junior,Chicago,Ill,Glenbard West,,Junior,Glenbard West,"CHICAGO, ILL",IL,USA
6636,Sophomore,Mechanicsburg,Pennsylvania,Mechanicsburg,,Sophomore,Mechanicsburg,"MECHANICSBURG, PA",PA,USA
6655,Sophomore,Minnetonka,Minn,Minnetonka,,Sophomore,Minnetonka,"MINNETONKA, MINN",MN,USA
6656,Junior,Manassas,Virginia,Colgan,,Junior,Colgan,"MANASSAS, VA",VA,USA
6657,Sophomore,Wilkes-Barre,Pennsylvania,Elmer L. Meyers,,Sophomore,Elmer L. Meyers,"WILKES BARRE, PA",PA,USA
6640,Sophomore,Monroeville,Pennsylvania,Gateway,,Sophomore,Gateway,"MONROEVILLE, PA",PA,USA
6641,Senior,Reading,Pennsylvania,Berks Catholic,,Senior,Berks Catholic,"READING, PA",PA,USA
6658,Senior,Dover,Pennsylvania,Dover,,Senior,Dover,"DOVER, PA",PA,USA
5130,Freshman,McAlester,Oklahoma,McAlester HS,,Freshman,McAlester HS,"MCALESTER, OK",OK,USA
5125,Sophomore,Cheney,Kansas,Cheney HS,,Sophomore,Cheney HS,"CHENEY, KS",KS,USA
5122,Redshirt Junior,Wichita,Kansas,Wichita South HS,,Junior,Wichita South HS,"WICHITA, KS",KS,USA
5127,Sophomore,Olpe,Kansas,Olpe HS,,Sophomore,Olpe HS,"OLPE, KS",KS,USA
5131,Sophomore,Liberal,Kansas,Liberal HS,Abilene Christian,Sophomore,Liberal HS,"LIBERAL, KS",KS,USA
5124,Senior,Grand Prairie,Texas,South Grand Prairie HS,Utah State,Senior,South Grand Prairie HS,"GRAND PRAIRIE, TX",TX,USA
5132,Freshman,Aubrey,Texas,Aubrey HS,,Freshman,Aubrey HS,"AUBREY, TX",TX,USA
5133,Sophomore,Haven,Kansas,Haven HS,Oral Roberts,Sophomore,Haven HS,"HAVEN, KS",KS,USA
5129,Sophomore,Smithville,Missouri,Smithville HS,,Sophomore,Smithville HS,"SMITHVILLE, MO",MO,USA
5134,Freshman,McAlester,Oklahoma,McAlester HS,,Freshman,McAlester HS,"MCALESTER, OK",OK,USA
5123,Redshirt Junior,Peoria,Illinois,Manual HS,Kansas State,Junior,Manual HS,"PEORIA, IL",IL,USA
5126,Sophomore,Prairie Village,Kansas,St. Thomas Aquinas HS,,Sophomore,St. Thomas Aquinas HS,"PRAIRIE VILLAGE, KS",KS,USA
5121,Sophomore,Spearville,Kansas,Spearville HS,,Sophomore,Spearville HS,"SPEARVILLE, KS",KS,USA
5128,Junior,Amarillo,Texas,Amarillo HS,Seward CC,Junior,Amarillo HS,"AMARILLO, TX",TX,USA
7319,Junior,Simpsonville,South Carolina,Woodmont HS,,Junior,Woodmont HS,"SIMPSONVILLE, SC",SC,USA
7318,Junior,Anderson,South Carolina,T.L. Hanna HS,,Junior,T.L. Hanna HS,"ANDERSON, SC",SC,USA
7324,Sophomore,Marion,South Carolina,Marion HS,,Sophomore,Marion HS,"MARION, SC",SC,USA
7315,Sophomore,Greenville,South Carolina,Greenville Technical Charter HS,,Sophomore,Greenville Technical Charter HS,"GREENVILLE, SC",SC,USA
7323,Junior,Charleston,South Carolina,R.B. Stall HS,,Junior,R.B. Stall HS,"CHARLESTON, SC",SC,USA
7328,Freshman,Lula,Georgia,East Hall HS,,Freshman,East Hall HS,"LULA, GA",GA,USA
7325,Sophomore,Atlanta,Georgia,The Heritage School,,Sophomore,The Heritage School,"ATLANTA, GA",GA,USA
7320,Senior,Gaffney,South Carolina,Gaffney HS,,Senior,Gaffney HS,"GAFFNEY, SC",SC,USA
7331,Junior,Asheville,North Carolina,T.C. Roberson HS,Catawba Valley CC,Junior,T.C. Roberson HS,"ASHEVILLE, NC",NC,USA
7326,Senior,Boiling Springs,South Carolina,Boiling Springs HS,,Senior,Boiling Springs HS,"BOILING SPRINGS, SC",SC,USA
7327,Junior,Ninety Six,South Carolina,Ninety Six HS,,Junior,Ninety Six HS,"NINETY SIX, SC",SC,USA
7317,Sophomore,Salisbury,North Carolina,Blacksburg HS,,Sophomore,Blacksburg HS,"SALISBURY, NC",NC,USA
7316,Sophomore,Clover,South Carolina,Clover HS,,Sophomore,Clover HS,"CLOVER, SC",SC,USA
7334,Freshman,North Augusta,South Carolina,North Augusta HS,,Freshman,North Augusta HS,"NORTH AUGUSTA, SC",SC,USA
7329,Freshman,Charleston,South Carolina,Wando HS,,Freshman,Wando HS,"CHARLESTON, SC",SC,USA
7335,Freshman,Florence,South Carolina,South Florence HS,,Freshman,South Florence HS,"FLORENCE, SC",SC,USA
7332,Freshman,North Augusta,South Carolina,North Augusta HS,,Freshman,North Augusta HS,"NORTH AUGUSTA, SC",SC,USA
7322,Senior,Simpsonville,South Carolina,Woodmont HS,,Senior,Woodmont HS,"SIMPSONVILLE, SC",SC,USA
7321,Junior,Union,South Carolina,Spartanburg Christian Academy,,Junior,Spartanburg Christian Academy,"UNION, SC",SC,USA
7333,Freshman,North Augusta,South Carolina,North Augusta HS,,Freshman,North Augusta HS,"NORTH AUGUSTA, SC",SC,USA
7330,Freshman,Greenville,South Carolina,J.L. Mann HS,,Freshman,J.L. Mann HS,"GREENVILLE, SC",SC,USA
6618,Sophomore,Vienna,WVa.,Parkersburg Catholic,,Sophomore,Parkersburg Catholic,"VIENNA, WVA",WV,USA
6619,Senior,Charleston,WVa.,George Washington,,Senior,George Washington,"CHARLESTON, WVA",WV,USA
6627,Freshman,Cincinnati,Ohio,Badin,,Freshman,Badin,"CINCINNATI, OHIO",OH,USA
6622,Graduate Student,Charleston,WVa.,Capital,Univ. of Northwestern Ohio,Graduate Student,Capital,"CHARLESTON, WVA",WV,USA
6620,Junior,Jefferson Hills,Pennsylvania,Thomas Jefferson,,Junior,Thomas Jefferson,"JEFFERSON HILLS, PA",PA,USA
6621,Junior,Wellington,Ohio,Wellington,,Junior,Wellington,"WELLINGTON, OHIO",OH,USA
6625,Sophomore,Huntington,WVa.,Boyd County,,Sophomore,Boyd County,"HUNTINGTON, WVA",WV,USA
6628,Freshman,Fairmont,WVa.,Fairmont Senior,,Freshman,Fairmont Senior,"FAIRMONT, WVA",WV,USA
6629,Freshman,Alberta,Canada,Alberta,Western Wyoming CC,Freshman,Alberta,"ALBERTA, CANADA",,CANADA
6630,Freshman,Marietta,Ohio,Parkersburg Catholic,,Freshman,Parkersburg Catholic,"MARIETTA, OHIO",OH,USA
6623,Junior,Marietta,Ohio,Parkersburg Catholic,,Junior,Parkersburg Catholic,"MARIETTA, OHIO",OH,USA
6624,Graduate Student,Clarksburg,WVa.,Lincoln,,Graduate Student,Lincoln,"CLARKSBURG, WVA",WV,USA
6631,Freshman,Fairmont,WVa.,Fairmont Senior,,Freshman,Fairmont Senior,"FAIRMONT, WVA",WV,USA
6626,Junior,Parkersburg,WVa.,Parkersburg,,Junior,Parkersburg,"PARKERSBURG, WVA",WV,USA
6632,Freshman,Pittsburgh,Pennsylvania,Taylor Allderdice,,Freshman,Taylor Allderdice,"PITTSBURGH, PA",PA,USA
8315,Junior,Mescalero,NM.,Tularosa,New Mexico Highlands,Junior,Tularosa,"MESCALERO, NM",NM,USA
8322,Freshman,Denver,Colo,Horizon,,Freshman,Horizon,"DENVER, COLO",CO,USA
8314,Senior,Edgewood,NM.,Moriarty,,Senior,Moriarty,"EDGEWOOD, NM",NM,USA
8323,Sophomore,Clovis,Calif,Clovis,Fresno City College,Sophomore,Clovis,"CLOVIS, CALIF",CA,USA
8318,Junior,Price,Utah,Carbon,Big Bend CC,Junior,Carbon,"PRICE, UTAH",UT,USA
8317,Senior,Kayenta,Ariz,Monument Valley,Pima CC,Senior,Monument Valley,"KAYENTA, ARIZ",AZ,USA
8324,Freshman,Melbourne,Australia,Box Hill Secondary School,,Freshman,Box Hill Secondary School,"MELBOURNE, AUSTRALIA",,AUSTRALIA
8325,Freshman,Pueblo,Colo,Pueblo West,,Freshman,Pueblo West,"PUEBLO, COLO",CO,USA
8319,Sophomore,Flower Mound,Texas,Liberty Christian,,Sophomore,Liberty Christian,"FLOWER MOUND, TEXAS",TX,USA
8326,Freshman,Meridian,Idaho,Meridian,College of Southern Idaho,Freshman,Meridian,"MERIDIAN, IDAHO",ID,USA
8321,Sophomore,Mesa,Ariz,Desert Ridge,,Sophomore,Desert Ridge,"MESA, ARIZ",AZ,USA
8316,Senior,Albuquerque,NM.,Timber Creek,Western Texas College,Senior,Timber Creek,"ALBUQUERQUE, NM",NM,USA
8327,Freshman,Shiprock,NM.,Piedra Vista,,Freshman,Piedra Vista,"SHIPROCK, NM",NM,USA
8328,Sophomore,Warrensburg,Missouri,Warrensburg,Angelo State,Sophomore,Warrensburg,"WARRENSBURG, MO",MO,USA
8329,Graduate Student,Rigby,Idaho,Rigby,Adams State University,Graduate Student,Rigby,"RIGBY, IDAHO",ID,USA
6067,Redshirt Freshman,Rock Hill,South Carolina,South Pointe HS,,Freshman,South Pointe HS,"ROCK HILL, SC",SC,USA
6066,Freshman,Lexington,South Carolina,Lexington HS,,Freshman,Lexington HS,"LEXINGTON, SC",SC,USA
6068,Senior,Rock Hill,South Carolina,South Pointe HS,,Senior,South Pointe HS,"ROCK HILL, SC",SC,USA
6069,Junior,Charlotte,North Carolina,Providence Day School,,Junior,Providence Day School,"CHARLOTTE, NC",NC,USA
6070,Junior,Goose Creek,South Carolina,Goose Creek HS,,Junior,Goose Creek HS,"GOOSE CREEK, SC",SC,USA
6071,Sophomore,Douglasville,Georgia,Douglas County HS,,Sophomore,Douglas County HS,"DOUGLASVILLE, GA",GA,USA
6072,Sophomore,Greenville,South Carolina,J.L. Mann HS,,Sophomore,J.L. Mann HS,"GREENVILLE, SC",SC,USA
6073,Senior,North Myrtle Beach,South Carolina,Goose Creek HS,Alabama A&M University,Senior,Goose Creek HS,"NORTH MYRTLE BEACH, SC",SC,USA
6074,Sophomore,North Augusta,South Carolina,North Augusta HS,,Sophomore,North Augusta HS,"NORTH AUGUSTA, SC",SC,USA
6222,Junior,Hartsville,South Carolina,Hartsville HS,,Junior,Hartsville HS,"HARTSVILLE, SC",SC,USA
6075,Junior,Blythewood,South Carolina,Spring Valley HS,,Junior,Spring Valley HS,"BLYTHEWOOD, SC",SC,USA
3943,Junior,Frederick,Maryland,Urbana,CCBC,Junior,Urbana,"FREDERICK, MD",MD,USA
4044,Freshman,Plymouth,Maine,Dexter Regional,,Freshman,Dexter Regional,"PLYMOUTH, MAINE",ME,USA
3942,Sophomore,Dumfries,Virginia,St. John Paul the Great,,Sophomore,St. John Paul the Great,"DUMFRIES, VA",VA,USA
4045,Sophomore,Walkersville,Maryland,Walkersville,Meredith College,Sophomore,Walkersville,"WALKERSVILLE, MD",MD,USA
3938,Sophomore,Charles Town,WVa.,Jefferson,,Sophomore,Jefferson,"CHARLES TOWN, WVA",WV,USA
3941,Sophomore,Middletown,Maryland,Middletown,,Sophomore,Middletown,"MIDDLETOWN, MD",MD,USA
4168,Sophomore,Martinsburg,WVa.,Martinsburg,,Sophomore,Martinsburg,"MARTINSBURG, WVA",WV,USA
3940,Senior,Hundred,WVa.,North Marion,,Senior,North Marion,"HUNDRED, WVA",WV,USA
4046,Sophomore,Landover,Maryland,DuVal,Alderson Broaddus,Sophomore,DuVal,"LANDOVER, MD",MD,USA
4047,Sophomore,Landover,Maryland,DuVal,Alderson Broaddus,Sophomore,DuVal,"LANDOVER, MD",MD,USA
3937,Sophomore,Elkview,WVa.,Charleston Catholic,,Sophomore,Charleston Catholic,"ELKVIEW, WVA",WV,USA
3308,Junior,Springfield,Ohio,Springfield,Toledo,Junior,Springfield,"SPRINGFIELD, OHIO",OH,USA
3304,Junior,New Orleans,Louisiana,Warren Easton,New Mexico Junior College,Junior,Warren Easton,"NEW ORLEANS, LA",LA,USA
3317,Junior,Largo,Fla,Largo,Indian River State,Junior,Largo,"LARGO, FLA",FL,USA
3302,Sophomore,Mullens,WVa.,Wyoming East,,Sophomore,Wyoming East,"MULLENS, WVA",WV,USA
3306,Junior,Pensacola. Fla.,,West Florida,Pensacola State,Junior,West Florida,PENSACOLA FLA,FL,USA
3307,Senior,Brest,France,L'Elorn,West Florida,Senior,L'Elorn,"BREST, FRANCE",,FRANCE
3316,Sophomore,Akron,Ohio,St. Vincent Saint Mary's,Davis & Elkins,Sophomore,St. Vincent Saint Mary's,"AKRON, OHIO",OH,USA
3305,Junior,Evansville,Ind,Montvered Academy,Lincoln,Junior,Montvered Academy,"EVANSVILLE, IND",IN,USA
3301,Sophomore,Dallas,Texas,Richardson,Collin College,Sophomore,Richardson,"DALLAS, TX",TX,USA
3313,Freshman,Mullens,WVa.,Wyoming East,,Freshman,Wyoming East,"MULLENS, WVA",WV,USA
3314,Freshman,Hebron,Kentucky,Conner,,Freshman,Conner,"HEBRON, KY",KY,USA
3310,Sophomore,Millersville,Maryland,Old Mill,,Sophomore,Old Mill,"MILLERSVILLE, MD",MD,USA
3300,Junior,Martinsburg,WVa.,Middleburg Academy,,Junior,Middleburg Academy,"MARTINSBURG, WVA",WV,USA
3312,Junior,Derby,Kan,Derby,Hutchinson CC,Junior,Derby,"DERBY, KAN",KS,USA
3311,Junior,Midwest City,Okla,Norman,Butler CC,Junior,Norman,"MIDWEST CITY, OKLA",OK,USA
3315,Freshman,Saint Mary's,Maryland,New Hope Academy,,Freshman,New Hope Academy,"SAINT MARY'S, MD",MD,USA
3303,Junior,Alexandria,Virginia,Annapolis Area Christian School,Fairleigh Dickinson,Junior,Annapolis Area Christian School,"ALEXANDRIA, VA",VA,USA
3318,Fifth Year,Chicago,Ill,Montvered Academy,Detroit Mercy,Fifth Year,Montvered Academy,"CHICAGO, ILL",IL,USA
6427,Sophomore,Las Vegas,Nev,Liberty HS,,Sophomore,Liberty HS,"LAS VEGAS, NEV",NV,USA
6426,Senior,Chugiak,Alaska,Chugiak HS,,Senior,Chugiak HS,"CHUGIAK, ALASKA",AK,USA
6429,Junior,Northridge,Calif,Granada Hills Charter HS,Iowa Western CC/High Point,Junior,Granada Hills Charter HS,"NORTHRIDGE, CALIF",CA,USA
6457,Junior,Rockford,Ill,Harlem HS,Milwaukee,Junior,Harlem HS,"ROCKFORD, ILL",IL,USA
6420,Sophomore,Shorewood,Ill,Joliet West HS,Quincy,Sophomore,Joliet West HS,"SHOREWOOD, ILL",IL,USA
6428,Sophomore,Emu Heights,Australia,St. Mary's Senior HS,Northwest Florida State College,Sophomore,St. Mary's Senior HS,"EMU HEIGHTS, AUSTRALIA",,AUSTRALIA
6419,Senior,Oakland,Calif,Eastside Prep,Diablo Valley College,Senior,Eastside Prep,"OAKLAND, CALIF",CA,USA
6430,Senior,Springfield,Minn,Springfield HS,Augustana [S.D.],Senior,Springfield HS,"SPRINGFIELD, MINN",MN,USA
6422,Senior,Anchorage,Alaska,Dimond HS,,Senior,Dimond HS,"ANCHORAGE, ALASKA",AK,USA
6431,Sophomore,Casper,Wyo,Natrona County HS,Casper College,Sophomore,Natrona County HS,"CASPER, WYO",WY,USA
6425,Sophomore,Honolulu,Hawaii,Kamehameha-Kapalama HS,,Sophomore,Kamehameha-Kapalama HS,"HONOLULU, HAWAII",HI,USA
6424,Freshman,King Cove,Alaska,King Cove HS,,Freshman,King Cove HS,"KING COVE, ALASKA",AK,USA
6421,Senior,Wailuku,Hawaii,Kamehameha [Maui] HS,,Senior,Kamehameha [Maui] HS,"WAILUKU, HAWAII",HI,USA
6423,Senior,Colorado Springs,Colo,Colorado Springs Christian HS,,Senior,Colorado Springs Christian HS,"COLORADO SPRINGS, COLO",CO,USA
16062,Freshman,Quitman,Ark,Quitman HS,,Freshman,Quitman HS,"QUITMAN, ARK",AR,USA
15898,Senior,Norman,Okla,Norman North HS,,Senior,Norman North HS,"NORMAN, OKLA",OK,USA
15951,Freshman,Memphis,Tenn,Briarcrest Christian School,,Freshman,Briarcrest Christian School,"MEMPHIS, TENN",TN,USA
15938,Freshman,Denton,Texas,Guyer HS,,Freshman,Guyer HS,"DENTON, TEXAS",TX,USA
15954,Freshman,Nashville,Tenn,Lipscomb Academy,,Freshman,Lipscomb Academy,"NASHVILLE, TENN",TN,USA
15957,Freshman,Ponder,Texas,Ponder HS,,Freshman,Ponder HS,"PONDER, TEXAS",TX,USA
16060,Junior,Madrid,Spain,CEU Montepríncipe,,Junior,CEU Montepríncipe,"MADRID, SPAIN",,SPAIN
15889,Sophomore,Hollister,Missouri,Hollister HS,,Sophomore,Hollister HS,"HOLLISTER, MO",MO,USA
15896,Junior,Oklahoma City,Okla,Christian Heritage Academy,,Junior,Christian Heritage Academy,"OKLAHOMA CITY, OKLA",OK,USA
15902,Junior,Zagreb,Croatia,III Gymnasium,,Junior,III Gymnasium,"ZAGREB, CROATIA",,CROATIA
15895,Sophomore,Piedmont,Okla,Piedmont HS,,Sophomore,Piedmont HS,"PIEDMONT, OKLA",OK,USA
16063,Freshman,Grove,Okla,Grove HS,,Freshman,Grove HS,"GROVE, OKLA",OK,USA
15940,Freshman,Frisco,Texas,Rick Reedy HS,,Freshman,Rick Reedy HS,"FRISCO, TEXAS",TX,USA
15905,Junior,McKinney,Texas,Home-schooled,,Junior,Home-schooled,"MCKINNEY, TEXAS",TX,USA
15899,Junior,Memphis,Tenn,Harding Academy - Memphis,,Junior,Harding Academy - Memphis,"MEMPHIS, TENN",TN,USA
15900,Sophomore,Mountain View,Ark,Mountain View HS,,Sophomore,Mountain View HS,"MOUNTAIN VIEW, ARK",AR,USA
5334,Redshirt Junior,Jonesboro,Arkansas,Jonesboro HS,,Junior,Jonesboro HS,"JONESBORO, ARKANSAS",AR,USA
5337,Junior,Conway,Arkansas,Conway HS,,Junior,Conway HS,"CONWAY, ARKANSAS",AR,USA
5336,Sophomore,Denton,Texas,Lewisville HS,,Sophomore,Lewisville HS,"DENTON, TEXAS",TX,USA
5329,Senior,Waxahachie,Texas,Midlothian Heritage HS,Tarleton State,Senior,Midlothian Heritage HS,"WAXAHACHIE, TEXAS",TX,USA
5332,Senior,Green Forest,Arkansas,Green Forest HS,,Senior,Green Forest HS,"GREEN FOREST, ARKANSAS",AR,USA
5341,Freshman,Pangburn,Arkansas,Pangburn HS,,Freshman,Pangburn HS,"PANGBURN, ARKANSAS",AR,USA
5331,Junior,Luther,Oklahoma,Homeschool,,Junior,Homeschool,"LUTHER, OKLAHOMA",OK,USA
5333,Senior,Searcy,Arkansas,Riverview HS,Harding,Senior,Riverview HS,"SEARCY, ARKANSAS",AR,USA
5338,Senior,Mount Vernon,Arkansas,Mount Vernon-Enola HS,,Senior,Mount Vernon-Enola HS,"MOUNT VERNON, ARKANSAS",AR,USA
5342,Freshman,Rogers,Arkansas,Rogers HS,,Freshman,Rogers HS,"ROGERS, ARKANSAS",AR,USA
5343,Freshman,Batesville,Arkansas,Southside Charter HS,,Freshman,Southside Charter HS,"BATESVILLE, ARKANSAS",AR,USA
5603,Senior,Deltona,Florida,Calvary Christian Academy,Nicholls State/Georgia Southwestern,Senior,Calvary Christian Academy,"DELTONA, FLORIDA",FL,USA
5339,Senior,Morrilton,Arkansas,Morrilton HS,,Senior,Morrilton HS,"MORRILTON, ARKANSAS",AR,USA
5335,Sophomore,Stephenville,Texas,Stephenville HS,,Sophomore,Stephenville HS,"STEPHENVILLE, TEXAS",TX,USA
5330,Sophomore,The Woodlands,Texas,College Park HS,,Sophomore,College Park HS,"THE WOODLANDS, TEXAS",TX,USA
2538,Junior,Rockville,Maryland,Richard Montgomery,,Junior,Richard Montgomery,"ROCKVILLE, MD",MD,USA
2542,Sophomore,Morgantown,Pennsylvania,Twin Valley,,Sophomore,Twin Valley,"MORGANTOWN, PA",PA,USA
2530,Graduate Student,Woodbury,NJ.,Woodbury,,Graduate Student,Woodbury,"WOODBURY, NJ",NJ,USA
2549,Freshman,Iowa City,Iowa,Iowa City West,,Freshman,Iowa City West,"IOWA CITY, IOWA",IA,USA
2536,Junior,Sicklerville,NJ.,Timber Creek Regional,,Junior,Timber Creek Regional,"SICKLERVILLE, NJ",NJ,USA
2548,Freshman,Chalfont,Pennsylvania,Central Bucks South,,Freshman,Central Bucks South,"CHALFONT, PA",PA,USA
2546,Junior,Philadelphia,Pennsylvania,Archbishop Wood,,Junior,Archbishop Wood,"PHILADELPHIA, PA",PA,USA
2547,Freshman,Lehman,Pennsylvania,Lake-Lehman,,Freshman,Lake-Lehman,"LEHMAN, PA",PA,USA
2534,Junior,Belle Mead,NJ.,Montgomery,,Junior,Montgomery,"BELLE MEAD, NJ",NJ,USA
2550,Freshman,Jim Thorpe,Pennsylvania,Jim Thorpe Area,,Freshman,Jim Thorpe Area,"JIM THORPE, PA",PA,USA
2540,Junior,Bethlehem,Pennsylvania,Freedom,,Junior,Freedom,"BETHLEHEM, PA",PA,USA
2532,Senior,Philadelphia,Pennsylvania,Archbishop Ryan,,Senior,Archbishop Ryan,"PHILADELPHIA, PA",PA,USA
2544,Sophomore,Marlboro,NJ.,Marlboro,,Sophomore,Marlboro,"MARLBORO, NJ",NJ,USA
9372,Freshman,Claremont,NC.,Bunker Hill H.S.,,Freshman,Bunker Hill H.S.,"CLAREMONT, NC",NC,USA
9321,Sophomore,Chapin,SC.,Chapin H.S.,,Sophomore,Chapin H.S.,"CHAPIN, SC",SC,USA
9366,Freshman,Ft. Lauderdale,Fla,St. Thomas Aquinas H.S.,,Freshman,St. Thomas Aquinas H.S.,"FT LAUDERDALE, FLA",FL,USA
9318,Junior,Hopkins,SC.,Lower Richland H.S.,,Junior,Lower Richland H.S.,"HOPKINS, SC",SC,USA
9319,Sophomore,Lawrenceville,Georgia,Discovery H.S.,,Sophomore,Discovery H.S.,"LAWRENCEVILLE, GA",GA,USA
9326,Redshirt Sophomore,Neelyville,Missouri,Neelyville HS,Murray State,Sophomore,Neelyville HS,"NEELYVILLE, MO",MO,USA
9368,Freshman,Dayton,Ohio,Arcanum H.S.,,Freshman,Arcanum H.S.,"DAYTON, OHIO",OH,USA
9324,Sophomore,Brentwood,Tenn,Brentwood H.S.,,Sophomore,Brentwood H.S.,"BRENTWOOD, TENN",TN,USA
9320,Junior,Black Mountain,NC.,Owen H.S.,,Junior,Owen H.S.,"BLACK MOUNTAIN, NC",NC,USA
9325,Senior,College Park,Georgia,Woodward Academy,,Senior,Woodward Academy,"COLLEGE PARK, GA",GA,USA
9367,Freshman,Beecher,Ill,Beecher H.S.,,Freshman,Beecher H.S.,"BEECHER, ILL",IL,USA
9370,Freshman,Chelsea,Ala,Chelsea H.S.,,Freshman,Chelsea H.S.,"CHELSEA, ALA",AL,USA
9323,Sophomore,Brentwood,Tenn,Brentwood H.S.,,Sophomore,Brentwood H.S.,"BRENTWOOD, TENN",TN,USA
9369,Junior,Madrid,Spain,,,Junior,,"MADRID, SPAIN",,SPAIN
9371,Freshman,Frenchburg,Kentucky,Menifee County H.S.,,Freshman,Menifee County H.S.,"FRENCHBURG, KY",KY,USA
9373,Freshman,Fayetteville,Tenn,Lincoln County H.S.,,Freshman,Lincoln County H.S.,"FAYETTEVILLE, TENN",TN,USA
4589,Freshman,Edina,Minnesota,Holy Family Catholic HS,,Freshman,Holy Family Catholic HS,"EDINA, MN",MN,USA
4590,Freshman,El Paso,Texas,San Elizario HS,,Freshman,San Elizario HS,"EL PASO, TX",TX,USA
4591,Sophomore,Norton,Kansas,Norton Community HS,,Sophomore,Norton Community HS,"NORTON, KS",KS,USA
4592,Junior,Mokena,Illinois,Quincy University,,Junior,Quincy University,"MOKENA, IL",IL,USA
4593,Senior,Nigeria,,University of Delaware,,Senior,University of Delaware,NIGERIA,,NIGERIA
4594,Sophomore,Colorado Springs,Colorado,Regis University,,Sophomore,Regis University,"COLORADO SPRINGS, CO",CO,USA
4595,Senior,Highlands Ranch,Colorado,Regis University,,Senior,Regis University,"HIGHLANDS RANCH, CO",CO,USA
4598,Graduate Student,Colorado Springs,Colorado,South Dakota Mines,,Graduate Student,South Dakota Mines,"COLORADO SPRINGS, CO",CO,USA
4601,Freshman,Royse CIty,Texas,Royse City HS,,Freshman,Royse City HS,"ROYSE CITY, TX",TX,USA
4600,Freshman,Mansfield,Texas,Mansfield HS,,Freshman,Mansfield HS,"MANSFIELD, TX",TX,USA
4597,Sophomore,Los Lunas,New Mexico,Los Lunas HS,,Sophomore,Los Lunas HS,"LOS LUNAS, NM",NM,USA
