player_id,name,height_clean,height_ft,height_in,total_inches
6398,Adaobi Nebuwa,"5'10""",5,10,70
6403,Chelsea Ibenegbu,"5'6""",5,6,66
6396,Bray Hunter,"5'11""",5,11,71
6399,Alexis Semidey-Martinez,"5'10""",5,10,70
6400,Caroline Smith,"5'11""",5,11,71
6404,Lydia Mordarski,"5'8""",5,8,68
6405,Lili Nagy,"5'6""",5,6,66
6397,Carter McGloon,"5'11""",5,11,71
6406,Gabrielle Hemenes,"6'1""",6,1,73
6488,Mackenzie Younker,"6'1""",6,1,73
6770,Ella Lippelman,"5'5""",5,5,65
6774,Laura Strenk,"5'7""",5,7,67
6778,Alex Aronie,"5'9""",5,9,69
6772,Tedy Reed,"5'8""",5,8,68
6777,Andie Will,"5'9""",5,9,69
6776,Olivia Xerras,"5'8""",5,8,68
6768,Talia Cloud,"5'11""",5,11,71
6779,Kayla Mackel,"5'11""",5,11,71
6766,Healy Bledsoe,"5'11""",5,11,71
6764,Vanessa Amsinger,"5'10""",5,10,70
6773,Kyle Rowland,"5'5""",5,5,65
6769,Anna Fanelli,"5'5""",5,5,65
6775,Zoe Tomlinson,"6'2""",6,2,74
6767,Rosie Braley,"6'2""",6,2,74
6765,Audrey Bayston,"5'11""",5,11,71
6780,Avery Johnson,"5'9""",5,9,69
6771,Emma Nawara,"5'10""",5,10,70
3853,Aalyssa Rogers,"5'6""",5,6,66
3854,Alona Stanley,"5'1""",5,1,61
3849,Kalaia Hampton,"5'6""",5,6,66
3848,Makaela Frey,"5'6""",5,6,66
3850,Lakay Holloway,"5'3""",5,3,63
3855,Danaijah Wise,"5'1""",5,1,61
3844,Aaliyah Boatman,"5'1""",5,1,61
3856,Monay Harris,"5'1""",5,1,61
3858,Shirle Brown,"5'7""",5,7,67
3847,Yanae Edwards,"5'9""",5,9,69
3851,Amaura James,"5'9""",5,9,69
3843,Amiyah Dixon,"5'6""",5,6,66
3845,Britney Fils,"6'2""",6,2,74
3852,Angel Ricks,"5'10""",5,10,70
7952,Mackenzie Dover,"5'5""",5,5,65
7957,Jacey Petruno,"5'7""",5,7,67
7954,Lindsey Williamson,"5'7""",5,7,67
7960,Amy Jones,"5'8""",5,8,68
7958,Devon Sonzogni,"5'8""",5,8,68
7950,Gabby Boggs,"6'0""",6,0,72
7959,CJ Apistar,"5'6""",5,6,66
7964,Aaliyah Burton,"5'6""",5,6,66
7963,Nina Lanier,"5'8""",5,8,68
7955,Orianna Edmond,"6'2""",6,2,74
7961,Julia Zakovitch,"5'11""",5,11,71
7953,Amina Rauf,"5'7""",5,7,67
7956,Lauren Pool,"5'9""",5,9,69
7962,Jadyn Heck-Hoppes,"5'5""",5,5,65
8233,Nazuri Whigham,"5'6""",5,6,66
8236,Melia Perry,"5'8""",5,8,68
8218,Prentciss Gates,"5'7""",5,7,67
8232,Jaylene Wade,"5'6""",5,6,66
8217,Mikalah Ellis,"5'8""",5,8,68
8214,Emily Balaban,"5'10""",5,10,70
8482,Katherine Benes,"5'3""",5,3,63
8234,Mckayley Hopkins,"5'6""",5,6,66
8228,Chloe Schaafsma,"5'8""",5,8,68
8229,Bailey Steinkamp,"5'8""",5,8,68
8222,Sydney Lloyd,"5'10""",5,10,70
8225,Madelyn McGrath,"5'6""",5,6,66
8235,Alexis Desjarlait,"5'7""",5,7,67
8224,Amaya Martin,"5'6""",5,6,66
8219,Kayla Jackson,"5'6""",5,6,66
8231,Janie Ternes,"5'10""",5,10,70
8223,Alisyn MacGregor,"6'0""",6,0,72
8216,Jada Dixon,"6'0""",6,0,72
8237,Moriah Matthews,"5'3""",5,3,63
8230,Mackenzie Straulin,"5'8""",5,8,68
14399,Elizabeth Fasti,"5'5""",5,5,65
14398,Skylar Dowling,"5'4""",5,4,64
14407,Anna Cholakis,"5'7""",5,7,67
14402,Morgan Haefele,"5'4""",5,4,64
14397,Lauren DiMartino,"5'9""",5,9,69
14406,Melina Santacroce,"5'11""",5,11,71
14404,Jordan Postiglione,"5'10""",5,10,70
14396,Gianna Delfino,"5'11""",5,11,71
14401,Jocelyn Grosch,"5'8""",5,8,68
14400,Becca Franklin,"5'8""",5,8,68
14393,Skylar Bianchi,"6'0""",6,0,72
14405,Katie Ryan,"5'9""",5,9,69
14403,Meaghan McCaffrey,"6'1""",6,1,73
14395,Chloe Captoni,"5'6""",5,6,66
14394,Alyssa Bondi,"5'5""",5,5,65
6092,Abby Ilusorio,"5'5""",5,5,65
6097,Tanner Poissant,"5'7""",5,7,67
6090,Molly Cronin,"5'8""",5,8,68
6098,Sydney Feeney,"5'7""",5,7,67
6099,Avery Burns,"5'6""",5,6,66
6100,Hallie O'Toole,"6'0""",6,0,72
6101,Carol Herbert,"5'9""",5,9,69
6095,Hope Olson,"6'0""",6,0,72
6093,Aislinn McMahon,"5'8""",5,8,68
6091,Catie Donadio,"5'7""",5,7,67
6094,Rebecca Oberman-Levine,"5'11""",5,11,71
6102,Catherine Cole,"5'6""",5,6,66
6103,Ray Nnabuife,"6'3""",6,3,75
6104,Charlotte Head,"5'11""",5,11,71
6096,Jaycie Rojik,"5'10""",5,10,70
6189,Mackenzie Iannici,"5'6""",5,6,66
5155,Madison Osborn,"5'4""",5,4,64
5165,Karli Artman,"5'4""",5,4,64
5162,Kennedy Pawloski,"5'6""",5,6,66
5153,Kali March,"5'5""",5,5,65
5151,Megan Gandrup,"5'6""",5,6,66
5169,A'ryn Jackson,"5'6""",5,6,66
5157,Victoria Saucedo,"5'7""",5,7,67
5152,Madi Lemke,"5'10""",5,10,70
5149,Rachael Adewusi,"5'10""",5,10,70
5166,Tenley Cavanagh,"5'6""",5,6,66
5156,Cari Pickup,"5'9""",5,9,69
5158,Ani'ja Simmons,"5'10""",5,10,70
5167,Gracie Dorny,"5'8""",5,8,68
5150,Katelyn Burns,"6'3""",6,3,75
5159,Madison Wauters,"6'3""",6,3,75
5154,Mia Murray,"5'5""",5,5,65
5170,Rylee Vandresar,"5'10""",5,10,70
5164,Caroline Adams,"5'10""",5,10,70
3017,Brene'a Daye,"5'8""",5,8,68
3016,Haley George,"5'5""",5,5,65
3021,Nivia King,"5'4""",5,4,64
3202,Kameesha Pascoe,"5'8""",5,8,68
3018,Elisha Aull,"5'6""",5,6,66
3015,Ninevah Reddick,"5'8""",5,8,68
3019,Hannah Lewis,"6'0""",6,0,72
3013,Pamela Mock,"5'8""",5,8,68
3020,Amiah Savage,"5'9""",5,9,69
8383,Dom Moser,"5'5""",5,5,65
8384,Sophie Chevres,"5'3""",5,3,63
8385,Aliyah Jean-Baptiste,"5'8""",5,8,68
8376,Haley Keenan,"5'7""",5,7,67
8389,Aubrey Ennis,"5'5""",5,5,65
8387,Ciana Feliciano,"5'4""",5,4,64
8388,Tori Bockrath,"5'8""",5,8,68
8386,Maisie Neuber,"5'10""",5,10,70
8522,Jess Williamson,"5'3""",5,3,63
8380,Jenna Schiessl,"5'6""",5,6,66
8390,Alexis Wright,"5'11""",5,11,71
8379,Taylor Richardson,"5'10""",5,10,70
11123,Samantha Fischer,"5'8""",5,8,68
11122,Alyssa DiMillo,"5'5""",5,5,65
11127,Rebecca Jewett,"5'9""",5,9,69
11129,Grace Rittenhouse,"5'7""",5,7,67
11134,Jessica Beehler,"5'5""",5,5,65
11132,Karly Welty,"5'4""",5,4,64
11133,Ashlyn Marron,"6'0""",6,0,72
11130,Anne Spila,"5'10""",5,10,70
11128,Allison O'Toole,"5'5""",5,5,65
11125,Leah Harkenrider,"5'4""",5,4,64
11124,Gillian Flint,"5'8""",5,8,68
11131,Felicia Stewart,"5'9""",5,9,69
11126,Ana Ion,"5'9""",5,9,69
11136,Amber O'Toole,"5'7""",5,7,67
11135,Mackenzie Cannon,"5'9""",5,9,69
8150,Mary Kate Drevline,"5'7""",5,7,67
8165,Hannah Wynn,"5'7""",5,7,67
8160,Francesca Sileo,"5'7""",5,7,67
8151,Rosie Drevline,"5'8""",5,8,68
8164,Sydney Wood,"5'6""",5,6,66
8158,Grace Klonsky,"5'9""",5,9,69
8769,Jess Zittel,"5'6""",5,6,66
8770,Katie Houpt,"5'11""",5,11,71
8161,Jill Smith,"5'5""",5,5,65
8153,Molly Fisher,"5'4""",5,4,64
8156,Cara Harty,"5'6""",5,6,66
8152,Gabby Elliott,"5'7""",5,7,67
8149,Gaby Contreras,"5'8""",5,8,68
8772,Liz Russell,"5'8""",5,8,68
8771,Brooke Toigo,"5'11""",5,11,71
8155,Maddie Goodman,"5'11""",5,11,71
8163,Abigail Westmeyer,"5'11""",5,11,71
8162,Ava Warcaba,"6'1""",6,1,73
8391,Sydney Flores,"6'0""",6,0,72
8147,Mikaila Carpenter,"6'0""",6,0,72
8085,Gwen Alberici,"5'4""",5,4,64
8089,Izzy Lalo,"5'3""",5,3,63
8093,Katrina Wojtowicz,"5'10""",5,10,70
8096,Ryane Wood,"5'3""",5,3,63
8088,Carlye Graff,"5'6""",5,6,66
8099,Beth Dobrich,"5'9""",5,9,69
8098,Madelyn Morgan,"5'8""",5,8,68
8090,Kyra Mann,"5'8""",5,8,68
8094,Brianna Schweitzer,"5'8""",5,8,68
8100,Brenna Hezel,"6'1""",6,1,73
8097,Gracie Hezel,"6'0""",6,0,72
8091,Joey Meyers,"5'10""",5,10,70
8092,Jamie Struble,"5'10""",5,10,70
8101,Maddie Beyer,"5'7""",5,7,67
8095,Gianna Pica,"5'10""",5,10,70
8086,Sam Antin,"6'1""",6,1,73
2873,McKenzie Schueler,"5'7""",5,7,67
2870,Mia Miller,"5'6""",5,6,66
2649,Isabella Tierney,"5'10""",5,10,70
2869,Taylor Martin,"5'8""",5,8,68
2639,Kathleen Mathias,"5'9""",5,9,69
2867,MaCalyn Flores,"5'2""",5,2,62
2632,Hannah Hoeger,"5'4""",5,4,64
2629,Regan Griffith,"5'5""",5,5,65
2875,Maddy Von Rabenau,"5'7""",5,7,67
2622,Abigail Bailey,"5'6""",5,6,66
2624,Megan Boby,"5'9""",5,9,69
2648,Tabria Thomas,"5'9""",5,9,69
2871,Claire Nazos,"5'7""",5,7,67
2643,Maddie Monge,"5'6""",5,6,66
2636,Makenzie Knapp,"5'8""",5,8,68
2631,Morgan Hawkins,"5'9""",5,9,69
2647,Sara Steder,"5'6""",5,6,66
2634,Karsen Kershner,"6'0""",6,0,72
2876,Jasani Williams,"5'8""",5,8,68
2866,Katelyn Esser,"5'10""",5,10,70
2638,Lauren Livingston,"5'9""",5,9,69
2645,Madi Petersen,"6'0""",6,0,72
2874,Christina Simonetti,"6'0""",6,0,72
2868,Brinley Jones,"5'7""",5,7,67
4988,Willow Runyon,"5'5""",5,5,65
4985,Alexis Gibson,"5'10""",5,10,70
4987,Eva Lyon,"5'9""",5,9,69
5176,Alexei Van Schaik,"5'9""",5,9,69
4986,Megan Helmkamp,"5'6""",5,6,66
4983,Jay Bright,"5'4""",5,4,64
4982,Amari Bradford,"5'5""",5,5,65
4990,Neely Trenshaw,"5'6""",5,6,66
5172,Gabrielle Johns,"5'11""",5,11,71
5175,Josie Whorton,"5'8""",5,8,68
5174,Mollie Lyon,"6'0""",6,0,72
5171,Nikki Alston,"5'6""",5,6,66
5173,Bailey Gibson,"5'10""",5,10,70
4984,Kinzi Brooks,"5'6""",5,6,66
6863,Abigail Rafferty,"6'1""",6,1,73
6859,Emily Evans,"5'7""",5,7,67
6860,Mackenzie Gordos,"5'6""",5,6,66
6855,Olivia Scotti,"5'10""",5,10,70
6857,Lindsay Bednarek,"5'9""",5,9,69
6854,Amelia Saunders,"5'7""",5,7,67
6853,Mikaela Reese,"6'0""",6,0,72
6848,Megan Bealer,"5'9""",5,9,69
6852,Maria Newsome,"5'5""",5,5,65
6856,Lindsey Welsh,"5'8""",5,8,68
6864,Sammi White,"5'11""",5,11,71
6851,Grace Kelleher,"5'6""",5,6,66
6858,Mikaili Donmoyer,"5'6""",5,6,66
6862,Mia Patterson,"5'9""",5,9,69
6861,Julia Kowalski,"5'6""",5,6,66
4280,Cara McGettigan,"5'9""",5,9,69
4285,Daria Fournier,"5'5""",5,5,65
4281,Danielle O'Brien,"5'5""",5,5,65
4283,Jaclyn Santella,"5'3""",5,3,63
4284,Jenna Serrantino,"5'8""",5,8,68
4275,Elayna Comella,"5'9""",5,9,69
4274,Martha Chatman,"5'8""",5,8,68
4279,Kya Mayo,"5'6""",5,6,66
4277,Emily Jeamel,"5'10""",5,10,70
4278,Julie Keckler,"5'6""",5,6,66
4273,Anna Barry,"6'0""",6,0,72
4286,Riley Griffin,"5'8""",5,8,68
4276,Mariah Dunn,"5'9""",5,9,69
4287,Avery Stewart,"5'9""",5,9,69
4282,Taylor Salato,"6'0""",6,0,72
4288,Savannah Striano,"6'4""",6,4,76
14735,Makenna Mummert,"5'8""",5,8,68
14722,Lindsay Boyd,"5'9""",5,9,69
14731,Cyleigh Wilson,"5'5""",5,5,65
14732,Megan Desmet,"5'6""",5,6,66
14728,Georgia Panopoulos,"5'5""",5,5,65
14724,Taylor Huyck,"5'8""",5,8,68
14736,Kaeli Romanowski,"5'4""",5,4,64
14723,Katie Haefner,"5'9""",5,9,69
14733,Ellie Fasick,"6'2""",6,2,74
14727,Summer McNulty,"5'7""",5,7,67
14725,Jessica King,"6'0""",6,0,72
14734,Allyia Kennedy,"6'0""",6,0,72
14726,Clare Marchese,"5'7""",5,7,67
14730,DaniRae Renno,"6'2""",6,2,74
14729,Cass Peris,"5'9""",5,9,69
8919,Taylor Harazin,"6'2""",6,2,74
8930,Payton Schmidt,"5'6""",5,6,66
8935,Safiyah Reed,"5'5""",5,5,65
8937,Kendall Schieppe,"5'8""",5,8,68
8914,MC Brown,"5'8""",5,8,68
8929,Ella Riley,"5'8""",5,8,68
8924,Sophia Micos,"5'7""",5,7,67
8922,Katie Matrise,"5'6""",5,6,66
8938,Alison Sellergren,"5'5""",5,5,65
8940,Anna Kleszynski,"5'11""",5,11,71
8927,Lindsay Novak,"5'4""",5,4,64
8918,Maddie Decman,"5'7""",5,7,67
8925,Marissa Mussatto,"5'8""",5,8,68
8933,Reilly Webb,"5'7""",5,7,67
8928,Kela Reichwein,"6'0""",6,0,72
8920,Jackie Hurst,"6'0""",6,0,72
8923,Kate Matthews,"5'9""",5,9,69
8934,Anna Sheedy,"6'1""",6,1,73
8916,Morgan Collar,"6'0""",6,0,72
8912,Mikaela Armstrong,"5'8""",5,8,68
8913,Cate Boling,"5'7""",5,7,67
8932,Kendra Cartright,"5'6""",5,6,66
5814,Nevaeh Winston,"5'8""",5,8,68
5815,Olivia Nittinger,"5'6""",5,6,66
5827,Natalie Musolino,"5'6""",5,6,66
5807,Laura Bogota,"5'2""",5,2,62
5828,McKenzie Simmons,"5'8""",5,8,68
5809,Taylor Jung,"5'10""",5,10,70
5810,Alleney Klunk,"5'7""",5,7,67
5831,Abby Belcher,"6'0""",6,0,72
5805,Taylor Albrecht,"5'9""",5,9,69
5833,Kelsey Stewart,"5'3""",5,3,63
5837,Sara Gardner,"5'6""",5,6,66
5806,Olivia Ayres,"5'6""",5,6,66
5813,Anna Ward,"5'9""",5,9,69
5840,Mia Welty,"5'4""",5,4,64
5812,Desiree Roy,"6'0""",6,0,72
5808,D'Asia Jones,"5'6""",5,6,66
5811,Victoria Rought,"5'10""",5,10,70
5097,Laken Stiles,"5'5""",5,5,65
5103,Brooklyn Begley,"5'7""",5,7,67
5089,Nae-Nae Eades,"5'5""",5,5,65
5101,Lu Woolfolk,"5'5""",5,5,65
5104,Hayley Borino,"5'3""",5,3,63
5108,Reagan York,"5'8""",5,8,68
5095,Ashley Scott,"5'5""",5,5,65
5088,Cara Crump,"5'5""",5,5,65
5098,Kyriaki Taylor,"6'2""",6,2,74
5094,Colby Reed,"5'10""",5,10,70
5102,Kelsey Banks,"5'6""",5,6,66
5106,Maddy Dickens,"5'6""",5,6,66
5105,Riley Bryan,"5'9""",5,9,69
5107,Jordan Vernon,"5'8""",5,8,68
5087,Bentley Cronic,"5'7""",5,7,67
5093,Avery McAllister,"5'11""",5,11,71
5258,Destiny Deetz,"6'0""",6,0,72
5099,Nakiyah Washington,"5'10""",5,10,70
8228,Isabella Torrado,"5'9""",5,9,69
8223,Alyssa Olivo,"5'5""",5,5,65
8224,Abigail Rodriguez,"5'4""",5,4,64
8225,Reyniyah Rogers-Carter,"5'6""",5,6,66
8292,Alison Kozik,"5'6""",5,6,66
8222,Nour Elsayyid,"5'8""",5,8,68
8226,Whitney Shyposh,"6'1""",6,1,73
6760,DeMeisha Canada,"5'9""",5,9,69
6759,Kayla Cabiness,"5'3""",5,3,63
6786,Candela Pérez-Castellanos,"5'6""",5,6,66
6788,Trina Lewis,"5'10""",5,10,70
6764,Alexis Miller,"5'5""",5,5,65
6762,Sadavia Felder,"5'6""",5,6,66
6761,Brogan Dudley,"5'3""",5,3,63
6763,Aisha Martin,"5'9""",5,9,69
6778,Breandria Oliver,"5'6""",5,6,66
6765,Kaira Williams,"5'2""",5,2,62
6784,Emily Mahood,"5'9""",5,9,69
6789,Kayleigh Shreffler,"5'6""",5,6,66
6781,Hannah Huffman,"5'10""",5,10,70
6787,Allyson Cassell,"5'10""",5,10,70
6785,Makalyn Savoy,"5'8""",5,8,68
6783,Erin Harden,"5'6""",5,6,66
6780,Heaven Lee,"6'1""",6,1,73
4485,McKenzie Howard,"6'1""",6,1,73
4748,Amanda Crowninshield,"5'4""",5,4,64
4488,Jordan Maxwell,"5'6""",5,6,66
4483,Maddie Edler,"5'8""",5,8,68
4489,Mia Rudin,"6'3""",6,3,75
4491,Cierra Trigg,"5'8""",5,8,68
4749,Maggie Delascurain,"6'0""",6,0,72
4479,Kaylee Boykin,"5'10""",5,10,70
4481,Trystan Clark,"5'5""",5,5,65
4486,Diane Hurst,"6'1""",6,1,73
4492,Blythe Williams,"5'9""",5,9,69
4746,Raven Busby,"5'8""",5,8,68
4752,Kyra Samuels,"6'2""",6,2,74
4750,Lauren Fulenwider,"5'5""",5,5,65
4484,Jordyn Hofmann,"6'0""",6,0,72
4493,Anna Yellen,"5'9""",5,9,69
4747,Raylee Cave,"5'9""",5,9,69
5091,Caiden Crego,"5'3""",5,3,63
5095,Janell Steed,"5'2""",5,2,62
5090,Treanna Blenman,"5'9""",5,9,69
5094,Mackenzie Kelley-Parker,"5'8""",5,8,68
5097,Shyanne Trinh,"5'2""",5,2,62
5098,Hailey Roush,"5'4""",5,4,64
5093,Erin Hardick,"5'3""",5,3,63
5122,Taliyah Mann,"5'11""",5,11,71
5096,Xaneya Thomas,"5'7""",5,7,67
5092,Ariea Garrett,"6'0""",6,0,72
7278,Sarah Seaman,"5'8""",5,8,68
7268,Caitlin Snyder,"5'8""",5,8,68
7265,Renee Park,"5'8""",5,8,68
7279,Amber Louis,"5'4""",5,4,64
7280,Kyla Smith,"5'5""",5,5,65
7271,Alena Wright,"6'2""",6,2,74
7260,Karley Callea,"5'10""",5,10,70
7267,Jaden Sciotti,"5'3""",5,3,63
7266,Hannah Potter,"5'4""",5,4,64
7281,Laurell Brown,"5'10""",5,10,70
7282,Sarah Meder,"5'10""",5,10,70
7363,Allie Wandell,"5'9""",5,9,69
7269,Nagely Vazquez,"5'9""",5,9,69
7262,Mary Culeton,"5'7""",5,7,67
7283,Kailee Bladin,"5'3""",5,3,63
6291,Jayla Aldridge,"5'6""",5,6,66
6292,Jessica Amezaga,"5'5""",5,5,65
6312,Bailey Andrews,"5'8""",5,8,68
6317,Mackenzie Berger,"5'7""",5,7,67
6315,Jordan Bravo,"5'9""",5,9,69
6294,Chelsea Cogborn,"5'11""",5,11,71
6295,Allese Crutcher,"5'11""",5,11,71
6296,Kennedy Donovan,"5'7""",5,7,67
6313,Britney Gonzalez,"5'0""",5,0,60
6311,Aniya Hicks,"5'8""",5,8,68
6314,Faith Horton,"5'5""",5,5,65
6318,Sam Ising,"6'3""",6,3,75
6301,Mikayla Johnson,"5'5""",5,5,65
6310,Alena Johnston,"5'5""",5,5,65
6303,Madi Maxwell,"5'6""",5,6,66
6309,Abby Parra,"5'6""",5,6,66
6304,Havyn Perez,"5'6""",5,6,66
6305,Zakari Perry,"5'8""",5,8,68
6306,Irianna Rollins,"6'0""",6,0,72
6316,Kyndall Williams,"5'10""",5,10,70
5713,Maggie McGrane,"5'4""",5,4,64
5709,Kiley Snow,"6'0""",6,0,72
5706,Kelly McLaughlin,"5'8""",5,8,68
5704,Taylor Hansen,"5'8""",5,8,68
5711,Brooke Woodard,"5'5""",5,5,65
5710,Hannah Stockman,"5'10""",5,10,70
5707,Mackenzie Reigle,"5'7""",5,7,67
5714,Brianna Beebe,"5'10""",5,10,70
5708,Lauren Romito,"6'3""",6,3,75
5702,Saige Benedict,"5'10""",5,10,70
5712,Eva Elliot,"5'8""",5,8,68
5703,Kerry Dennin,"5'11""",5,11,71
5705,Madison Hoyt,"6'0""",6,0,72
12299,Alayna Arnolie,"5'7""",5,7,67
12304,Colleen McGovern,"5'8""",5,8,68
12294,Shinya Lee,"5'11""",5,11,71
